order_id,customer_id,product,category,quantity,price,discount,order_date,region,delivered
50302,1053,Coche Teledirigido,Juguetes,2,59.71,0.0,2024-12-19,Norte,Yes
50303,1006,Aspiradora Ciclónica,Hogar,2,157.74,0.15,2024-11-10,Oeste,Yes
50304,1176,Sartén Antiadherente,Hogar,1,35.38,0.0,2024-03-12,Oeste,Yes
50305,1281,Camiseta Básica,Ropa,1,12.81,,2024-06-06,Este,Yes
50306,1122,Chaqueta Invierno,Ropa,5,77.22,0.2,2024-12-02,Este,Yes
50307,1345,Auriculares Pro,Electrónica,2,129.05,0.15,2024-07-21,Este,Yes
50308,1148,Sartén Antiadherente,Hogar,1,32.44,0.2,2024-12-25,Oeste,Yes
50309,1361,Camiseta Básica,Ropa,1,12.3,0.1,2024-05-29,Sur,Yes
50310,1095,Camiseta Básica,Ropa,2,10.86,,2025-04-08,Norte,Yes
50311,1216,Smartphone X,Electrónica,3,623.53,0.3,2024-06-12,Sur,Yes
50312,1306,Juego Bloques 500pzs,Juguetes,1,42.2,0.0,2025-02-20,Este,Yes
50313,1024,Muñeca Interactiva,Juguetes,4,36.37,0.0,2025-06-03,Norte,Yes
50314,1373,Zapatillas Running,Ropa,3,90.72,0.2,2024-09-13,Este,Yes
50315,1146,Sartén Antiadherente,Hogar,4,33.42,0.1,2024-05-16,Norte,Yes
50316,1200,Muñeca Interactiva,Juguetes,1,38.54,0.2,2024-03-04,Oeste,Yes
50317,1252,Sartén Antiadherente,Hogar,3,32.44,0.0,2024-09-14,Norte,Yes
50318,1258,Aspiradora Ciclónica,Hogar,1,145.37,0.4,2024-05-03,Norte,Yes
50319,1010,Zapatillas Running,Ropa,2,91.93,0.05,2025-06-28,,Yes
50320,1347,Sartén Antiadherente,Hogar,3,33.32,0.1,2025-08-17,Norte,Yes
50321,1250,Sartén Antiadherente,Hogar,3,33.33,0.3,2025-08-21,Norte,Yes
50322,1400,Cafetera Espresso,Hogar,1,236.37,0.0,2025-07-20,,Yes
50323,1189,Aspiradora Ciclónica,Hogar,5,160.8,0.1,2025-01-17,Norte,Yes
50324,1246,Sartén Antiadherente,Hogar,1,36.93,0.1,2024-08-26,Norte,Yes
50325,1177,Smartphone X,Electrónica,2,698.14,0.15,2024-11-01,Sur,Yes
50326,1356,Coche Teledirigido,Juguetes,8,56.14,0.2,2024-07-21,Sur,No
50327,1333,Coche Teledirigido,Juguetes,2,58.28,0.1,2025-06-05,Sur,Yes
50328,1364,Portátil Air,Electrónica,4,1206.74,0.0,2024-10-26,Sur,Yes
50329,1202,Camiseta Básica,Ropa,2,11.87,,2024-09-28,Norte,Yes
50330,1317,Muñeca Interactiva,Juguetes,4,38.91,0.4,2025-03-14,Norte,Yes
50331,1144,Camiseta Básica,Ropa,3,10.79,0.4,2024-09-22,Norte,Yes
50332,1185,Juego Bloques 500pzs,Juguetes,3,41.97,0.4,2024-09-12,Este,Yes
50333,1305,Juego Bloques 500pzs,Juguetes,1,44.53,0.0,2024-07-03,Oeste,Yes
50334,1033,Coche Teledirigido,Juguetes,3,58.32,0.0,2024-04-06,Oeste,Yes
50335,1285,Smartphone X,Electrónica,1,671.3,0.15,2024-03-21,Sur,Yes
50336,1007,Zapatillas Running,Ropa,8,93.82,0.15,2024-10-08,Este,Yes
50337,1233,Sartén Antiadherente,Hogar,1,32.14,0.0,2025-08-29,Sur,Yes
50338,1191,Coche Teledirigido,Juguetes,1,62.67,0.05,2024-07-22,Oeste,Yes
50339,1188,Portátil Air,Electrónica,5,1190.67,0.0,2025-02-15,Oeste,Yes
50340,1198,Camiseta Básica,Ropa,1,12.34,0.05,2024-08-26,,Yes
50341,1197,Portátil Air,Electrónica,2,1153.54,0.0,2024-08-14,Oeste,Yes
50342,1163,Juego Bloques 500pzs,Juguetes,3,46.8,0.0,2024-05-29,Sur,Yes
50343,1181,Muñeca Interactiva,Juguetes,1,40.03,0.0,2025-01-04,Oeste,Yes
50344,1228,Auriculares Pro,Electrónica,1,136.82,0.3,2025-02-25,Oeste,No
50345,1306,Portátil Air,Electrónica,2,1258.88,0.1,2024-09-09,Sur,Yes
50346,1221,Camiseta Básica,Ropa,1,12.49,0.3,2024-12-15,Oeste,Yes
50347,1258,Coche Teledirigido,Juguetes,1,58.59,0.05,2024-11-17,Norte,Yes
50348,1335,Zapatillas Running,Ropa,1,96.63,0.0,2024-07-27,Oeste,Yes
50349,1396,Camiseta Básica,Ropa,2,12.89,0.0,2025-03-15,Oeste,Yes
50350,1044,Camiseta Básica,Ropa,1,11.45,0.05,2024-12-30,Norte,Yes
50351,1286,Aspiradora Ciclónica,Hogar,1,152.01,0.0,2024-04-06,Este,No
50352,1091,Chaqueta Invierno,Ropa,3,80.0,0.1,2024-11-26,Norte,Yes
50353,1079,Auriculares Pro,Electrónica,3,132.75,0.15,2024-09-30,Oeste,Yes
50354,1318,Juego Bloques 500pzs,Juguetes,1,42.4,0.2,2025-05-11,Oeste,Yes
50355,1028,Zapatillas Running,Ropa,1,94.5,0.0,2024-08-16,Este,Yes
50356,1340,Camiseta Básica,Ropa,5,11.92,0.05,2025-08-07,Oeste,No
50357,1309,Cafetera Espresso,Hogar,2,210.39,0.0,2025-02-01,Norte,Yes
50358,1398,Cafetera Espresso,Hogar,2,245.17,0.0,2024-05-11,,Yes
50359,1268,Auriculares Pro,Electrónica,2,127.58,0.1,2024-10-08,Sur,Yes
50360,1350,Smartphone X,Electrónica,1,691.16,0.05,2025-06-29,Norte,Yes
50361,1048,Smartphone X,Electrónica,4,768.28,0.1,2024-07-18,Sur,Yes
50362,1356,Juego Bloques 500pzs,Juguetes,6,41.17,0.0,2025-03-22,Norte,Yes
50363,1065,Aspiradora Ciclónica,Hogar,6,149.82,0.5,2025-05-05,Sur,Yes
50364,1126,Juego Bloques 500pzs,Juguetes,1,36.77,0.5,2025-03-16,Sur,Yes
50365,1052,Aspiradora Ciclónica,Hogar,1,153.65,0.05,2024-04-19,Oeste,Yes
50366,1161,Chaqueta Invierno,Ropa,1,76.81,0.2,2024-09-22,Norte,Yes
50367,1300,Aspiradora Ciclónica,Hogar,1,153.32,0.0,2024-09-08,Oeste,Yes
50368,1108,Cafetera Espresso,Hogar,1,268.31,0.1,2024-09-05,Sur,No
50369,1329,Chaqueta Invierno,Ropa,3,83.76,,2025-06-26,Sur,Yes
50370,1243,Coche Teledirigido,Juguetes,1,59.32,0.15,2024-03-04,Sur,Yes
50371,1252,Coche Teledirigido,Juguetes,6,57.47,0.15,2024-12-21,Sur,Yes
50372,1376,Juego Bloques 500pzs,Juguetes,1,48.23,0.05,2025-08-22,Norte,Yes
50373,1173,Muñeca Interactiva,Juguetes,1,38.95,0.15,2025-06-24,Sur,Yes
50374,1138,Chaqueta Invierno,Ropa,5,74.47,0.1,2025-01-27,Norte,Yes
50375,1398,Auriculares Pro,Electrónica,3,113.5,0.0,2025-08-30,Sur,Yes
50376,1223,Zapatillas Running,Ropa,2,92.07,0.0,2024-10-07,Este,Yes
50377,1246,Cafetera Espresso,Hogar,2,262.15,0.15,2025-01-30,Sur,Yes
50378,1119,Juego Bloques 500pzs,Juguetes,1,52.17,0.05,2024-12-24,Oeste,Yes
50379,1087,Chaqueta Invierno,Ropa,1,79.34,0.05,2024-03-26,Norte,Yes
50380,1068,Camiseta Básica,Ropa,2,11.36,0.3,2024-03-23,Oeste,No
50381,1090,Zapatillas Running,Ropa,2,87.12,0.1,2025-07-06,Oeste,Yes
50382,1079,Juego Bloques 500pzs,Juguetes,3,46.74,0.0,2024-06-04,Oeste,Yes
50383,1299,Smartphone X,Electrónica,1,612.66,,2024-09-11,Oeste,Yes
50384,1024,Camiseta Básica,Ropa,3,12.46,0.05,2025-02-06,Norte,Yes
50385,1252,Portátil Air,Electrónica,4,1267.63,0.15,2025-01-10,Este,Yes
50386,1380,Juego Bloques 500pzs,Juguetes,1,46.37,0.05,2024-12-08,Norte,Yes
50387,1307,Zapatillas Running,Ropa,1,93.54,0.05,2025-08-20,Oeste,Yes
50388,1162,Auriculares Pro,Electrónica,2,134.1,0.1,2025-05-07,Este,Yes
50389,1024,Camiseta Básica,Ropa,4,12.14,0.1,2025-07-31,Norte,Yes
50390,1334,Smartphone X,Electrónica,3,660.93,0.2,2025-02-25,Oeste,Yes
50391,1002,Zapatillas Running,Ropa,3,107.31,0.0,2025-08-20,Norte,Yes
50392,1273,Muñeca Interactiva,Juguetes,2,38.04,,2025-01-25,Este,Yes
50393,1269,Sartén Antiadherente,Hogar,1,33.74,0.05,2024-12-23,Este,Yes
50394,1077,Coche Teledirigido,Juguetes,2,49.01,0.0,2025-05-22,Norte,Yes
50395,1296,Cafetera Espresso,Hogar,1,271.25,0.1,2025-06-20,Este,Yes
50396,1071,Coche Teledirigido,Juguetes,3,65.07,0.1,2024-04-07,Oeste,Yes
50397,1091,Camiseta Básica,Ropa,1,12.03,0.05,2025-07-13,Norte,Yes
50398,1325,Muñeca Interactiva,Juguetes,1,40.53,0.15,2025-03-15,Sur,Yes
50399,1392,Portátil Air,Electrónica,2,1245.88,0.0,2025-07-06,Norte,Yes
50400,1106,Zapatillas Running,Ropa,2,90.73,0.0,2025-03-28,Este,Yes
50401,1369,Cafetera Espresso,Hogar,3,258.54,0.0,2025-07-22,Norte,No
50402,1366,Camiseta Básica,Ropa,2,11.32,0.0,2024-07-30,Oeste,Yes
50403,1308,Camiseta Básica,Ropa,6,11.49,0.1,2024-06-12,Oeste,Yes
50404,1057,Auriculares Pro,Electrónica,4,139.18,0.2,2024-06-16,Norte,Yes
50405,1120,Smartphone X,Electrónica,5,746.69,,2024-07-17,Sur,Yes
50406,1272,Sartén Antiadherente,Hogar,3,30.42,0.0,2024-06-26,Este,Yes
50407,1400,Muñeca Interactiva,Juguetes,3,37.0,,2024-10-29,Este,No
50408,1326,Portátil Air,Electrónica,3,1144.82,0.0,2024-06-17,Sur,Yes
50409,1169,Zapatillas Running,Ropa,2,99.87,0.1,2024-05-26,Norte,Yes
50410,1095,Muñeca Interactiva,Juguetes,1,36.27,0.0,2024-12-13,Norte,Yes
50411,1385,Juego Bloques 500pzs,Juguetes,2,46.12,0.05,2025-05-10,Oeste,Yes
50412,1111,Smartphone X,Electrónica,1,735.54,0.15,2024-05-14,Sur,Yes
50413,1137,Sartén Antiadherente,Hogar,1,31.8,0.1,2024-12-06,Oeste,No
50414,1386,Auriculares Pro,Electrónica,5,138.12,0.0,2025-02-25,Sur,Yes
50415,1225,Portátil Air,Electrónica,1,1173.46,0.0,2025-03-23,Oeste,Yes
50416,1106,Portátil Air,Electrónica,2,1181.05,0.1,2024-04-27,Norte,Yes
50417,1003,Aspiradora Ciclónica,Hogar,3,148.12,0.05,2025-04-07,Norte,Yes
50418,1172,Portátil Air,Electrónica,1,1284.37,0.0,2024-03-15,Oeste,Yes
50419,1395,Camiseta Básica,Ropa,5,11.36,0.2,2024-07-09,Oeste,Yes
50420,1174,Portátil Air,Electrónica,1,1228.36,0.05,2024-08-23,Sur,Yes
50421,1280,Chaqueta Invierno,Ropa,5,78.61,0.05,2025-06-12,Sur,Yes
50422,1102,Aspiradora Ciclónica,Hogar,4,147.28,0.0,2024-06-14,Sur,Yes
50423,1311,Chaqueta Invierno,Ropa,1,75.63,,2025-05-04,Sur,Yes
50424,1311,Camiseta Básica,Ropa,1,13.16,0.0,2025-08-25,Norte,Yes
50425,1244,Sartén Antiadherente,Hogar,1,32.45,0.0,2025-08-10,Oeste,Yes
50426,1309,Aspiradora Ciclónica,Hogar,2,147.77,0.05,2024-08-14,Norte,Yes
50427,1232,Smartphone X,Electrónica,1,713.94,0.05,2024-04-22,Este,Yes
50428,1152,Coche Teledirigido,Juguetes,8,58.4,0.2,2024-06-30,Norte,Yes
50429,1296,Coche Teledirigido,Juguetes,1,73.27,0.3,2025-04-27,Norte,Yes
50430,1335,Aspiradora Ciclónica,Hogar,4,162.17,,2024-06-17,Este,Yes
50431,1337,Sartén Antiadherente,Hogar,1,31.15,0.0,2025-02-18,Sur,Yes
50432,1086,Cafetera Espresso,Hogar,8,273.75,0.15,2024-09-22,Este,Yes
50433,1271,Zapatillas Running,Ropa,1,82.76,0.5,2025-04-26,Norte,Yes
50434,1002,Chaqueta Invierno,Ropa,2,79.52,0.2,2025-01-27,Oeste,Yes
50435,1229,Chaqueta Invierno,Ropa,2,90.03,0.0,2025-01-16,Este,Yes
50436,1229,Auriculares Pro,Electrónica,1,127.95,0.0,2025-05-04,Oeste,Yes
50437,1146,Coche Teledirigido,Juguetes,4,51.84,0.0,2025-08-07,Norte,Yes
50438,1398,Camiseta Básica,Ropa,1,11.67,0.15,2024-09-17,,Yes
50439,1354,Camiseta Básica,Ropa,2,13.22,0.05,2024-12-16,Sur,Yes
50440,1016,Muñeca Interactiva,Juguetes,2,40.03,0.05,2025-02-07,Este,Yes
50441,1084,Sartén Antiadherente,Hogar,3,30.12,0.05,2025-05-26,Sur,Yes
50442,1084,Aspiradora Ciclónica,Hogar,1,151.37,0.0,2024-11-20,Norte,Yes
50443,1360,Portátil Air,Electrónica,1,1152.02,0.05,2024-09-22,Sur,Yes
50444,1208,Camiseta Básica,Ropa,1,12.3,0.0,2025-06-08,Norte,Yes
50445,1292,Cafetera Espresso,Hogar,1,272.32,0.1,2025-08-06,Sur,Yes
50446,1324,Zapatillas Running,Ropa,1,102.0,0.1,2025-01-07,Norte,Yes
50447,1308,Auriculares Pro,Electrónica,6,133.12,0.1,2024-04-26,Norte,Yes
50448,1036,Coche Teledirigido,Juguetes,2,53.5,0.0,2024-08-07,Este,Yes
50449,1057,Chaqueta Invierno,Ropa,3,71.66,0.15,2024-11-10,Sur,Yes
50450,1159,Cafetera Espresso,Hogar,2,258.29,0.1,2025-03-22,Sur,Yes
50451,1136,Chaqueta Invierno,Ropa,1,71.56,0.0,2025-03-03,Este,Yes
50452,1299,Sartén Antiadherente,Hogar,2,31.49,0.0,2025-05-25,Oeste,Yes
50453,1063,Juego Bloques 500pzs,Juguetes,1,45.96,0.1,2024-03-17,Sur,Yes
50454,1149,Coche Teledirigido,Juguetes,1,54.3,0.0,2024-11-11,Este,Yes
50455,1095,Portátil Air,Electrónica,2,1113.03,0.0,2025-03-20,Oeste,Yes
50456,1076,Cafetera Espresso,Hogar,2,247.36,0.0,2025-08-24,Este,Yes
50457,1070,Coche Teledirigido,Juguetes,8,61.08,0.0,2024-05-18,Oeste,Yes
50458,1079,Aspiradora Ciclónica,Hogar,1,170.81,0.05,2025-06-26,Oeste,Yes
50459,1226,Auriculares Pro,Electrónica,2,134.48,0.05,2024-03-05,Norte,Yes
50460,1165,Portátil Air,Electrónica,1,1205.18,0.0,2024-06-17,Sur,Yes
50461,1175,Portátil Air,Electrónica,1,1136.37,,2025-06-09,Este,No
50462,1192,Auriculares Pro,Electrónica,3,119.33,0.0,2025-05-06,Oeste,Yes
50463,1297,Juego Bloques 500pzs,Juguetes,1,43.39,0.0,2025-08-17,Sur,Yes
50464,1345,Muñeca Interactiva,Juguetes,2,40.12,0.0,2025-01-24,Norte,Yes
50465,1211,Sartén Antiadherente,Hogar,2,32.75,0.15,2025-02-02,Este,Yes
50466,1257,Aspiradora Ciclónica,Hogar,1,135.63,0.4,2024-12-19,Norte,Yes
50467,1296,Juego Bloques 500pzs,Juguetes,6,42.53,0.05,2024-12-06,Este,Yes
50468,1277,Chaqueta Invierno,Ropa,2,85.66,0.0,2024-12-08,Sur,Yes
50469,1054,Zapatillas Running,Ropa,4,95.53,0.0,2024-08-08,Este,Yes
50470,1394,Aspiradora Ciclónica,Hogar,2,143.23,0.0,2025-06-12,Oeste,Yes
50471,1066,Camiseta Básica,Ropa,6,13.98,0.2,2024-09-12,,Yes
50472,1165,Smartphone X,Electrónica,1,697.58,0.0,2025-01-30,Este,Yes
50473,1262,Sartén Antiadherente,Hogar,2,32.86,0.4,2025-03-03,Este,Yes
50474,1162,Juego Bloques 500pzs,Juguetes,4,46.26,0.05,2024-12-21,Oeste,Yes
50475,1098,Smartphone X,Electrónica,1,681.01,0.05,2025-01-30,Oeste,Yes
50476,1370,Portátil Air,Electrónica,2,1137.93,0.2,2024-03-27,Norte,Yes
50477,1029,Camiseta Básica,Ropa,8,13.78,0.0,2024-08-21,Este,Yes
50478,1099,Juego Bloques 500pzs,Juguetes,2,48.16,0.15,2024-11-02,Norte,Yes
50479,1398,Sartén Antiadherente,Hogar,3,33.84,0.0,2024-10-03,Oeste,Yes
50480,1292,Sartén Antiadherente,Hogar,3,33.29,0.2,2025-07-12,Este,Yes
50481,1035,Aspiradora Ciclónica,Hogar,4,147.83,0.05,2025-07-06,Sur,No
50482,1302,Camiseta Básica,Ropa,5,13.07,0.0,2025-03-26,Norte,Yes
50483,1388,Cafetera Espresso,Hogar,2,234.3,0.2,2024-09-10,Sur,Yes
50484,1040,Smartphone X,Electrónica,1,712.86,0.0,2024-03-28,Este,Yes
50485,1166,Auriculares Pro,Electrónica,1,114.2,0.0,2025-04-19,Norte,Yes
50486,1188,Juego Bloques 500pzs,Juguetes,3,38.57,0.15,2025-06-29,Norte,Yes
50487,1053,Aspiradora Ciclónica,Hogar,4,162.54,0.05,2024-11-24,Oeste,No
50488,1081,Portátil Air,Electrónica,2,1131.09,0.2,2025-05-28,Oeste,Yes
50489,1070,Zapatillas Running,Ropa,1,81.77,0.1,2025-07-24,Norte,Yes
50490,1075,Smartphone X,Electrónica,1,725.45,0.05,2024-12-26,Sur,Yes
50491,1162,Cafetera Espresso,Hogar,2,285.95,0.0,2024-06-24,Oeste,Yes
50492,1186,Juego Bloques 500pzs,Juguetes,4,49.38,0.0,2024-03-13,Este,Yes
50493,1096,Camiseta Básica,Ropa,1,11.78,0.4,2025-04-20,Este,No
50494,1116,Chaqueta Invierno,Ropa,3,79.05,0.0,2025-01-03,Sur,Yes
50495,1077,Portátil Air,Electrónica,4,1273.51,0.05,2024-05-24,Sur,Yes
50496,1319,Chaqueta Invierno,Ropa,6,85.21,0.0,2024-03-30,Norte,Yes
50497,1085,Camiseta Básica,Ropa,1,11.71,0.0,2025-08-15,Este,Yes
50498,1364,Portátil Air,Electrónica,6,1201.87,0.05,2024-08-23,Norte,No
50499,1216,Zapatillas Running,Ropa,3,97.0,0.15,2024-08-27,Norte,Yes
50500,1322,Coche Teledirigido,Juguetes,4,61.29,0.15,2025-02-09,Este,Yes
50501,1255,Juego Bloques 500pzs,Juguetes,1,44.58,0.2,2024-09-17,Oeste,No
50502,1107,Camiseta Básica,Ropa,2,11.9,0.0,2025-07-15,Este,Yes
50503,1241,Muñeca Interactiva,Juguetes,3,42.77,0.05,2025-03-09,Sur,Yes
50504,1110,Portátil Air,Electrónica,1,1300.52,0.0,2024-09-13,Sur,Yes
50505,1048,Coche Teledirigido,Juguetes,2,60.97,0.1,2024-07-25,Sur,Yes
50506,1102,Camiseta Básica,Ropa,2,13.44,0.0,2025-06-16,Sur,Yes
50507,1111,Sartén Antiadherente,Hogar,2,31.13,0.05,2025-01-19,Este,Yes
50508,1055,Portátil Air,Electrónica,1,1335.22,0.0,2025-07-18,Sur,Yes
50509,1010,Juego Bloques 500pzs,Juguetes,2,46.71,,2024-09-06,Este,Yes
50510,1378,Camiseta Básica,Ropa,1,14.75,0.15,2024-03-12,Oeste,Yes
50511,1206,Coche Teledirigido,Juguetes,6,54.08,0.2,2025-07-07,Oeste,Yes
50512,1161,Smartphone X,Electrónica,7,665.27,0.0,2024-07-10,Norte,Yes
50513,1372,Sartén Antiadherente,Hogar,1,32.94,0.5,2025-06-08,Sur,Yes
50514,1090,Auriculares Pro,Electrónica,1,132.59,0.0,2025-03-25,Norte,Yes
50515,1162,Coche Teledirigido,Juguetes,1,67.05,0.0,2024-07-06,Sur,Yes
50516,1339,Zapatillas Running,Ropa,2,90.56,0.0,2025-04-20,Sur,Yes
50517,1253,Cafetera Espresso,Hogar,5,264.77,0.0,2024-04-14,Norte,Yes
50518,1160,Coche Teledirigido,Juguetes,2,63.8,0.05,2024-10-02,Oeste,Yes
50519,1103,Sartén Antiadherente,Hogar,1,33.58,,2024-09-12,Sur,Yes
50520,1015,Smartphone X,Electrónica,1,651.98,0.0,2025-02-24,Oeste,Yes
50521,1035,Portátil Air,Electrónica,1,1317.15,0.1,2024-12-19,Norte,Yes
50522,1065,Portátil Air,Electrónica,4,1302.18,0.2,2025-01-31,Norte,Yes
50523,1315,Coche Teledirigido,Juguetes,3,61.48,0.1,2024-11-17,Sur,Yes
50524,1256,Coche Teledirigido,Juguetes,2,59.84,0.05,2025-04-11,Norte,Yes
50525,1174,Zapatillas Running,Ropa,1,96.5,0.0,2024-05-27,Norte,Yes
50526,1314,Coche Teledirigido,Juguetes,6,58.67,,2025-03-30,Oeste,Yes
50527,1065,Portátil Air,Electrónica,1,1252.78,0.0,2024-03-28,Norte,Yes
50528,1085,Cafetera Espresso,Hogar,4,249.54,0.0,2024-04-17,Norte,Yes
50529,1158,Chaqueta Invierno,Ropa,5,74.31,0.0,2025-04-02,Este,Yes
50530,1367,Portátil Air,Electrónica,2,1110.99,0.1,2024-05-26,Sur,Yes
50531,1246,Camiseta Básica,Ropa,5,11.37,0.0,2025-04-27,Este,Yes
50532,1341,Zapatillas Running,Ropa,1,96.48,0.1,2024-05-12,Sur,Yes
50533,1100,Chaqueta Invierno,Ropa,3,78.85,,2024-05-20,Oeste,Yes
50534,1340,Portátil Air,Electrónica,1,1217.07,0.05,2025-07-25,Norte,Yes
50535,1029,Chaqueta Invierno,Ropa,2,81.77,0.05,2024-06-06,Sur,Yes
50536,1092,Auriculares Pro,Electrónica,1,123.34,0.0,2025-07-15,Este,Yes
50537,1210,Muñeca Interactiva,Juguetes,1,43.0,0.0,2024-09-08,Oeste,Yes
50538,1021,Chaqueta Invierno,Ropa,1,77.52,0.1,2025-05-12,Sur,Yes
50539,1344,Auriculares Pro,Electrónica,1,125.09,0.05,2025-07-29,Este,Yes
50540,1347,Sartén Antiadherente,Hogar,2,33.08,0.0,2024-05-04,Norte,Yes
50541,1217,Coche Teledirigido,Juguetes,2,51.42,0.1,2024-08-29,Norte,Yes
50542,1123,Chaqueta Invierno,Ropa,1,74.63,0.0,2025-01-10,Norte,Yes
50543,1040,Coche Teledirigido,Juguetes,8,63.05,,2025-06-19,Este,Yes
50544,1248,Aspiradora Ciclónica,Hogar,6,139.66,0.0,2024-06-11,Sur,Yes
50545,1216,Cafetera Espresso,Hogar,1,268.48,0.05,2024-06-11,Este,Yes
50546,1304,Camiseta Básica,Ropa,2,13.27,0.0,2024-09-19,Norte,Yes
50547,1242,Smartphone X,Electrónica,3,680.92,0.1,2024-06-21,Oeste,Yes
50548,1052,Chaqueta Invierno,Ropa,3,80.61,0.0,2024-07-25,Oeste,Yes
50549,1049,Muñeca Interactiva,Juguetes,2,42.06,0.15,2024-05-11,Norte,Yes
50550,1313,Juego Bloques 500pzs,Juguetes,3,43.53,0.0,2025-05-30,Norte,Yes
50551,1064,Juego Bloques 500pzs,Juguetes,1,47.73,0.05,2025-05-12,,Yes
50552,1376,Coche Teledirigido,Juguetes,1,56.23,0.15,2024-05-19,Oeste,Yes
50553,1043,Chaqueta Invierno,Ropa,3,76.36,0.0,2024-12-20,Norte,Yes
50554,1292,Camiseta Básica,Ropa,3,11.33,0.0,2025-02-18,Este,Yes
50555,1391,Muñeca Interactiva,Juguetes,4,39.94,0.05,2025-02-08,Sur,Yes
50556,1177,Sartén Antiadherente,Hogar,1,34.59,0.5,2025-08-23,Oeste,Yes
50557,1023,Camiseta Básica,Ropa,1,11.85,0.4,2025-02-16,Sur,Yes
50558,1351,Camiseta Básica,Ropa,1,10.93,0.0,2025-03-13,Sur,Yes
50559,1075,Coche Teledirigido,Juguetes,1,54.53,0.15,2024-03-19,Oeste,Yes
50560,1211,Smartphone X,Electrónica,1,718.31,0.0,2024-04-13,Norte,Yes
50561,1394,Smartphone X,Electrónica,2,789.23,0.0,2025-02-03,Oeste,Yes
50562,1298,Cafetera Espresso,Hogar,2,255.86,0.1,2025-07-12,Norte,Yes
50563,1019,Smartphone X,Electrónica,3,680.07,0.05,2024-10-06,Sur,Yes
50564,1329,Portátil Air,Electrónica,2,1263.31,0.05,2025-02-17,Oeste,Yes
50565,1065,Muñeca Interactiva,Juguetes,1,38.35,0.15,2024-06-24,Este,No
50566,1300,Zapatillas Running,Ropa,3,92.48,0.0,2024-11-06,Este,No
50567,1249,Cafetera Espresso,Hogar,1,232.29,0.1,2025-04-17,Norte,Yes
50568,1116,Zapatillas Running,Ropa,5,104.37,0.0,2025-02-26,Sur,Yes
50569,1170,Auriculares Pro,Electrónica,1,106.07,0.0,2024-05-02,Sur,Yes
50570,1048,Portátil Air,Electrónica,2,1265.96,0.0,2025-06-26,Este,Yes
50571,1395,Juego Bloques 500pzs,Juguetes,5,43.54,0.4,2025-07-22,Sur,Yes
50572,1096,Auriculares Pro,Electrónica,2,125.29,0.05,2024-11-17,Sur,Yes
50573,1124,Aspiradora Ciclónica,Hogar,3,177.84,0.0,2024-09-04,Sur,Yes
50574,1202,Chaqueta Invierno,Ropa,3,75.05,0.1,2024-12-17,Norte,No
50575,1269,Chaqueta Invierno,Ropa,1,75.24,0.4,2025-05-14,Sur,Yes
50576,1203,Muñeca Interactiva,Juguetes,3,38.64,0.3,2024-11-04,Norte,Yes
50577,1203,Aspiradora Ciclónica,Hogar,5,163.61,0.05,2024-03-17,Oeste,Yes
50578,1234,Aspiradora Ciclónica,Hogar,7,154.08,0.0,2024-04-09,Este,Yes
50579,1344,Chaqueta Invierno,Ropa,2,70.3,0.05,2025-05-20,,Yes
50580,1159,Chaqueta Invierno,Ropa,1,74.21,0.15,2025-05-07,Este,Yes
50581,1333,Cafetera Espresso,Hogar,4,271.33,0.2,2025-04-28,Oeste,Yes
50582,1315,Smartphone X,Electrónica,2,702.66,0.15,2024-05-09,Norte,No
50583,1385,Portátil Air,Electrónica,1,1236.86,0.05,2024-06-02,Norte,Yes
50584,1366,Aspiradora Ciclónica,Hogar,1,156.09,0.0,2024-10-03,Norte,Yes
50585,1320,Aspiradora Ciclónica,Hogar,1,151.66,0.05,2024-07-05,Norte,Yes
50586,1099,Auriculares Pro,Electrónica,2,144.15,0.0,2024-09-29,Oeste,Yes
50587,1310,Juego Bloques 500pzs,Juguetes,1,44.41,0.0,2025-01-01,Oeste,Yes
50588,1295,Sartén Antiadherente,Hogar,1,31.01,0.05,2024-08-01,Norte,Yes
50589,1116,Portátil Air,Electrónica,1,1291.0,0.1,2024-05-07,Este,Yes
50590,1272,Juego Bloques 500pzs,Juguetes,6,42.72,0.2,2024-10-07,Norte,Yes
50591,1102,Muñeca Interactiva,Juguetes,1,37.38,0.15,2025-04-01,Este,Yes
50592,1210,Zapatillas Running,Ropa,1,95.07,0.2,2025-02-03,,Yes
50593,1319,Camiseta Básica,Ropa,2,12.0,0.15,2024-08-24,Sur,No
50594,1076,Camiseta Básica,Ropa,1,12.22,0.1,2024-08-18,Norte,Yes
50595,1135,Aspiradora Ciclónica,Hogar,7,182.28,0.0,2025-01-15,Este,Yes
50596,1319,Smartphone X,Electrónica,6,715.45,0.05,2024-06-03,Oeste,Yes
50597,1182,Zapatillas Running,Ropa,2,79.19,0.0,2025-06-01,Norte,Yes
50598,1385,Smartphone X,Electrónica,2,714.97,0.0,2025-06-21,Norte,Yes
50599,1004,Smartphone X,Electrónica,2,700.85,0.0,2024-03-14,Norte,Yes
50600,1289,Zapatillas Running,Ropa,1,95.29,0.15,2025-08-15,Este,Yes
50601,1326,Cafetera Espresso,Hogar,1,253.29,0.1,2024-03-13,Este,Yes
50602,1368,Coche Teledirigido,Juguetes,1,58.88,0.3,2024-11-07,Oeste,Yes
50603,1063,Auriculares Pro,Electrónica,1,128.52,0.4,2025-03-02,Este,Yes
